,Airline,Source,Destination,Route,Total_Stops,Additional_Info,Price,Month,Dep_Time_day,Duration_in_minutes,Dep_Time_hour,Dep_Time_minute,Arrival_Time_hour,Arrival_Time_minute,Arrival_Time_day
1770,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,8266,5,9,795,6,0,19,15,20
1771,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,6,800,6,30,19,50,20
1776,GoAir,Delhi,Cochin,DEL → AMD → COK,1,No info,6296,5,18,370,7,25,13,35,20
1778,Air Asia,Banglore,New Delhi,BLR → DEL,0,No info,4284,3,18,170,5,50,8,40,20
1780,IndiGo,Delhi,Cochin,DEL → LKO → COK,1,No info,5775,6,24,345,21,50,3,35,25
1782,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,17024,3,6,535,9,55,18,50,20
1783,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,4050,6,9,85,7,5,8,30,20
1784,Air India,Mumbai,Hyderabad,BOM → BHO → DEL → HYD,2,No info,14219,3,6,1995,6,0,15,15,7
1786,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,9653,6,15,1410,19,45,19,15,16
1788,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,18,1575,14,5,16,20,18
1789,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,8849,4,1,450,21,10,4,40,2
1790,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,2754,6,12,90,1,40,3,10,20
1792,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,14151,5,21,1685,17,0,21,5,22
1793,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9899,6,12,740,8,25,20,45,20
1794,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,12242,3,21,385,22,0,4,25,22
1795,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,10368,6,9,1025,19,30,12,35,10
1797,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,15,610,18,15,4,25,16
1798,SpiceJet,Kolkata,Banglore,CCU → PNQ → BLR,1,No info,6643,6,6,520,8,35,17,15,20
1800,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,11134,3,24,1025,18,55,12,0,25
1801,SpiceJet,Delhi,Cochin,DEL → MAA → COK,1,No info,5583,6,1,315,6,5,11,20,20
1802,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6069,5,15,300,16,0,21,0,20
1803,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,13817,3,12,875,5,45,20,20,20
1806,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,13977,3,9,440,0,20,7,40,20
1808,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,6038,3,3,160,20,25,23,5,20
1810,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,12351,3,9,810,7,30,21,0,20
1811,Air India,Delhi,Cochin,DEL → COK,0,No info,6094,4,15,170,5,10,8,0,20
1812,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7575,5,15,520,10,35,19,15,20
1813,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,16079,5,27,395,21,50,4,25,28
1814,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,15,1425,19,15,19,0,16
1815,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,13470,6,9,340,16,45,22,25,20
1817,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,16289,3,9,1475,18,15,18,50,10
1818,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,6,520,19,45,4,25,7
1820,Vistara,Banglore,Delhi,BLR → DEL,0,No info,5403,4,9,170,9,45,12,35,20
1821,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,18,1530,17,30,19,0,18
1822,SpiceJet,Mumbai,Hyderabad,BOM → JLR → HYD,1,No info,13552,3,6,495,14,10,22,25,20
1823,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,9,740,8,25,20,45,20
1828,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,21954,3,6,1475,19,10,19,45,7
1829,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,11627,6,3,1015,11,30,4,25,4
1830,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13731,5,24,875,14,5,4,40,25
1831,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,4,3,170,22,10,1,0,4
1833,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13941,5,6,585,18,55,4,40,7
1834,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14924,6,12,660,8,0,19,0,20
1836,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,7295,3,3,140,19,35,21,55,20
1837,Air India,Banglore,New Delhi,BLR → GOI → DEL,1,No info,9292,3,9,1420,17,0,16,40,13
1838,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13941,5,1,735,20,0,8,15,2
1840,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,12681,4,1,1655,20,0,23,35,2
1841,IndiGo,Delhi,Cochin,DEL → COK,0,No info,5601,6,3,195,5,35,8,50,20
1842,Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,2,No info,14960,5,21,1385,9,50,8,55,22
1843,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13377,6,6,570,16,0,1,30,7
1845,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,8016,6,6,175,11,10,14,5,20
1846,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,16736,3,6,1035,5,45,23,0,20
1847,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10031,3,24,1350,21,10,19,40,25
1848,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,7258,4,21,705,20,30,8,15,22
1849,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4030,5,15,165,6,0,8,45,20
1850,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,13381,6,24,1730,14,25,19,15,25
1851,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,16704,5,24,1760,23,5,4,25,26
1854,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,7064,4,1,1610,6,30,9,20,2
1855,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,2754,6,3,90,1,40,3,10,20
1856,Vistara,Banglore,Delhi,BLR → DEL,0,No info,4668,5,1,170,9,45,12,35,20
1858,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,5894,6,12,965,4,55,21,0,20
1859,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,6,655,17,30,4,25,7
1860,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13941,5,9,945,16,30,8,15,10
1861,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,6451,4,27,865,16,45,7,10,28
1862,Air India,Delhi,Cochin,DEL → HYD → MAA → COK,2,No info,10975,6,27,1420,9,45,9,25,28
1863,Air India,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,14746,3,6,1180,12,0,7,40,7
1864,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,11410,6,6,625,20,45,7,10,7
1865,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3841,5,1,155,6,55,9,30,20
1866,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,13381,6,3,1490,6,50,7,40,4
1867,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,15078,5,9,840,11,30,1,30,10
1868,Air India,Kolkata,Banglore,CCU → BOM → BLR,1,No info,8891,5,9,545,9,25,18,30,20
1869,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,7757,5,9,1200,14,5,10,5,10
1870,Air India,Banglore,Delhi,BLR → DEL,0,No info,4441,4,9,180,5,45,8,45,20
1871,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10031,3,24,1345,19,45,18,10,25
1872,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,4,12,170,13,0,15,50,20
1874,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,11087,3,12,1175,20,35,16,10,13
1875,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,18,1595,10,0,12,35,18
1876,Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,2,No info,11432,5,21,1210,9,25,5,35,22
1877,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,3175,6,15,90,16,55,18,25,20
1878,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4804,5,12,165,9,35,12,20,20
1879,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,13014,6,27,1615,9,40,12,35,28
1880,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,In-flight meal not included,7563,3,6,910,7,10,22,20,20
1882,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,6282,5,21,780,11,55,0,55,22
1883,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,11200,6,1,630,8,30,19,0,20
1885,IndiGo,Delhi,Cochin,DEL → COK,0,No info,5601,6,9,195,14,20,17,35,20
1886,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,15,1355,14,0,12,35,16
1887,IndiGo,Banglore,New Delhi,BLR → DEL,0,No info,14306,3,1,175,20,0,22,55,20
1888,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,7064,4,1,1485,20,0,20,45,2
1890,Air India,Delhi,Cochin,DEL → CCU → BOM → COK,2,No info,13591,5,18,1380,20,15,19,15,18
1892,Multiple carriers,Delhi,Cochin,DEL → IXU → BOM → COK,2,No info,18275,6,12,460,17,50,1,30,13
1893,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3749,5,27,170,22,10,1,0,28
1894,Air Asia,Kolkata,Banglore,CCU → IXR → DEL → BLR,2,No info,6810,6,6,500,15,10,23,30,20
1897,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,3,610,18,15,4,25,4
1901,Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,15129,5,27,1390,13,25,12,35,28
1902,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14388,5,1,330,6,30,12,0,20
1903,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4544,4,6,165,6,0,8,45,20
1904,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,5198,4,12,175,11,10,14,5,20
1905,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,7503,5,18,975,9,15,1,30,18
1906,GoAir,Banglore,New Delhi,BLR → GOI → DEL,1,No info,12314,3,1,270,15,45,20,15,20
1907,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,8372,5,15,375,13,0,19,15,20
1910,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,6297,3,12,140,7,55,10,15,20
1911,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14388,5,1,1495,8,25,9,20,2
1912,GoAir,Delhi,Cochin,DEL → AMD → COK,1,No info,6393,6,1,370,7,25,13,35,20
1913,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14939,6,9,775,21,10,10,5,10
1915,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,14871,3,6,810,7,30,21,0,20
1916,SpiceJet,Banglore,Delhi,BLR → DEL,0,No check-in baggage included,4319,4,6,170,9,30,12,20,20
1917,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,13067,5,15,1005,17,0,9,45,16
1919,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,9134,3,15,375,7,0,13,15,20
1920,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,4,3,180,21,15,0,15,4
1922,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14571,5,24,1025,18,55,12,0,25
1923,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,5644,6,15,155,9,35,12,10,20
1924,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9663,6,9,1330,6,30,4,40,10
1925,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14571,6,9,570,14,5,23,35,20
1926,SpiceJet,Banglore,Delhi,BLR → DEL,0,No info,3971,6,9,175,21,10,0,5,10
1927,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,17024,3,6,590,9,0,18,50,20
1928,SpiceJet,Kolkata,Banglore,CCU → BLR,0,No check-in baggage included,3841,5,15,150,17,10,19,40,20
1929,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,27,1395,19,45,19,0,28
1930,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,2,No info,13376,6,6,830,14,35,4,25,7
1931,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,In-flight meal not included,9905,6,15,910,21,25,12,35,16
1932,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,13587,6,15,780,8,0,21,0,20
1935,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,17471,3,6,1350,22,50,21,20,7
1936,Jet Airways,Delhi,Cochin,DEL → IXC → BOM → COK,2,In-flight meal not included,15129,3,9,880,13,45,4,25,10
1937,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,11467,5,1,1730,9,35,14,25,2
1938,Air India,Kolkata,Banglore,CCU → MAA → BLR,1,No info,6528,6,12,1440,14,35,14,35,13
1940,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,6442,3,6,940,6,40,22,20,20
1941,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,12,825,22,50,12,35,13
1942,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,No info,17501,3,1,85,7,10,8,35,20
1944,Air India,Delhi,Cochin,DEL → LKO → BOM → COK,2,No info,10703,3,21,1485,18,30,19,15,22
1945,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,8510,6,15,930,10,0,1,30,16
1946,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,2754,3,15,90,20,5,21,35,20
1947,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,2227,5,18,90,21,20,22,50,20
1948,Multiple carriers,Delhi,Cochin,DEL → IXU → BOM → COK,2,No info,18275,6,27,460,17,50,1,30,28
1950,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,15,400,14,5,20,45,20
1951,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,In-flight meal not included,13029,5,27,1615,9,40,12,35,28
1952,GoAir,Banglore,Delhi,BLR → DEL,0,No info,4340,5,1,170,11,40,14,30,20
1953,Air India,Kolkata,Banglore,CCU → DEL → COK → BLR,2,No info,12224,6,12,1215,17,30,13,45,13
1954,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,24,1545,16,30,18,15,25
1955,IndiGo,Kolkata,Banglore,CCU → BLR,0,No info,4174,4,15,165,9,35,12,20,20
1956,Air India,Banglore,New Delhi,BLR → HYD → VGA → DEL,2,No info,14887,3,1,1795,17,0,22,55,2
1957,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,12853,4,9,615,9,0,19,15,20
1958,Air Asia,Banglore,Delhi,BLR → DEL,0,No info,3383,5,15,165,11,10,13,55,20
1959,GoAir,Banglore,New Delhi,BLR → DEL,0,No info,11111,3,1,175,11,40,14,35,20
1960,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,7229,4,1,180,17,45,20,45,20
1961,Jet Airways,Banglore,Delhi,BLR → DEL,0,In-flight meal not included,4030,5,6,180,17,45,20,45,20
1962,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,14871,3,3,635,15,0,1,35,4
1963,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,27,520,19,45,4,25,28
1964,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,14533,5,18,465,11,30,19,15,20
1965,Air India,Delhi,Cochin,DEL → BLR → COK,1,No info,7258,6,6,875,17,40,8,15,7
1966,SpiceJet,Delhi,Cochin,DEL → PNQ → COK,1,No info,4812,4,1,270,8,45,13,15,20
1967,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,12384,5,9,690,9,35,21,5,20
1968,Air India,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,8603,6,6,1180,12,0,7,40,7
1969,Air India,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,8603,6,6,435,12,0,19,15,20
1972,Air Asia,Delhi,Cochin,DEL → BLR → COK,1,No info,11410,6,1,625,20,45,7,10,2
1973,Air India,Banglore,New Delhi,BLR → BOM → BHO → DEL,2,No info,12725,3,12,1475,8,50,9,25,13
1974,Jet Airways,Delhi,Cochin,DEL → IDR → BOM → COK,2,No info,13292,6,9,1620,9,35,12,35,10
1976,IndiGo,Chennai,Kolkata,MAA → CCU,0,No info,3850,6,15,140,7,55,10,15,20
1977,SpiceJet,Kolkata,Banglore,CCU → KNU → BLR,1,No info,8479,6,9,435,11,35,18,50,20
1980,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,9397,6,9,1555,7,10,9,5,10
1981,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,4995,6,18,85,7,5,8,30,20
1983,Air Asia,Banglore,Delhi,BLR → DEL,0,No info,4282,4,3,170,4,55,7,45,20
1985,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,9314,5,21,1730,9,35,14,25,22
1987,Air India,Delhi,Cochin,DEL → AMD → BOM → COK,2,No info,9443,6,12,1595,16,40,19,15,13
1988,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,15147,3,6,480,7,30,15,30,20
1991,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6104,5,27,895,10,35,1,30,28
1992,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,1965,6,6,90,22,45,0,15,7
1993,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7408,6,12,480,13,0,21,0,20
1994,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,4049,6,18,90,6,25,7,55,20
1995,Jet Airways,Banglore,Delhi,BLR → DEL,0,No info,8016,6,1,180,19,50,22,50,20
1996,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,10197,5,9,720,7,0,19,0,20
1997,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,5,1,665,21,10,8,15,2
1998,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,12692,6,9,1570,17,0,19,10,10
1999,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14781,5,6,475,8,25,16,20,20
2000,GoAir,Kolkata,Banglore,CCU → BOM → BLR,1,No info,7335,5,24,495,23,30,7,45,25
2002,Vistara,Banglore,New Delhi,BLR → DEL,0,No info,4353,3,24,175,21,10,0,5,28
2003,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13941,5,18,735,20,0,8,15,18
2004,Jet Airways,Banglore,New Delhi,BLR → MAA → DEL,1,No info,12295,3,12,280,9,45,14,25,20
2005,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12898,5,27,825,22,50,12,35,28
2006,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,7927,5,9,930,7,10,22,40,20
2007,Air Asia,Banglore,Delhi,BLR → DEL,0,No info,4483,4,15,170,23,55,2,45,16
2008,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,19225,3,6,405,11,40,18,25,20
2011,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6270,4,9,630,15,0,1,30,10
2012,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,13584,5,6,1285,18,55,16,20,7
2013,Jet Airways,Delhi,Cochin,DEL → MAA → BOM → COK,2,No info,13180,3,21,1600,16,10,18,50,22
2014,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,No info,14151,5,12,1295,20,25,18,0,13
2015,Vistara,Delhi,Cochin,DEL → COK,0,No info,6216,5,12,190,6,0,9,10,20
2016,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,15135,3,3,680,7,30,18,50,20
2017,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,15136,3,6,570,11,30,21,0,20
2019,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,12384,5,18,750,9,35,22,5,20
2020,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,9314,4,1,575,9,35,19,10,20
2021,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,9314,5,6,1500,17,0,18,0,7
2022,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,10454,6,1,615,9,0,19,15,20
2023,Air India,Delhi,Cochin,DEL → BOM → COK,1,No info,8372,5,18,520,23,0,7,40,18
2024,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,11848,3,9,520,19,45,4,25,10
2025,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6416,6,1,750,8,30,21,0,20
2026,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,3342,4,1,90,9,10,10,40,20
2027,Jet Airways,Kolkata,Banglore,CCU → BOM → PNQ → BLR,2,In-flight meal not included,10118,6,6,1495,6,30,7,25,7
2028,Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,2,No info,14960,6,12,1185,16,45,12,30,13
2029,IndiGo,Delhi,Cochin,DEL → HYD → COK,1,No info,6818,6,15,665,5,5,16,10,20
2030,Air India,Kolkata,Banglore,CCU → BLR,0,No info,5510,6,12,150,14,15,16,45,20
2031,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14388,5,21,1610,6,30,9,20,22
2032,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,7038,6,3,455,14,55,22,30,20
2033,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,8266,5,9,630,8,45,19,15,20
2034,Jet Airways,Delhi,Cochin,DEL → ATQ → BOM → COK,2,No info,14300,6,27,1480,18,20,19,0,28
2035,Air India,Kolkata,Banglore,CCU → BOM → BLR,1,No info,8366,5,9,1350,9,25,7,55,10
2036,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,No info,17261,3,6,695,22,50,10,25,7
2037,Vistara,Kolkata,Banglore,CCU → DEL → BLR,1,No info,8452,6,6,1555,7,10,9,5,7
2038,IndiGo,Kolkata,Banglore,CCU → GAU → BLR,1,No info,8567,4,1,320,15,10,20,30,20
2039,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,9646,6,15,925,7,5,22,30,20
2040,Air India,Delhi,Cochin,DEL → GOI → BOM → COK,2,No info,8341,4,9,1275,22,0,19,15,10
2041,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,12373,5,9,1530,17,30,19,0,10
2043,Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,1,In-flight meal not included,13994,6,9,395,17,0,23,35,20
2045,Multiple carriers,Delhi,Cochin,DEL → HYD → COK,1,No info,7038,6,1,455,14,55,22,30,20
2046,IndiGo,Mumbai,Hyderabad,BOM → HYD,0,No info,3175,4,3,90,16,55,18,25,20
2047,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7408,6,9,660,10,0,21,0,20
2048,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,3943,6,15,180,21,15,0,15,16
2049,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,15974,3,6,1225,8,0,4,25,7
2051,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4423,4,15,170,10,10,13,0,20
2052,Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,2,No info,15129,5,27,1125,9,40,4,25,28
2054,Air India,Mumbai,Hyderabad,BOM → HYD,0,No info,3100,6,6,80,6,20,7,40,20
2056,SpiceJet,Mumbai,Hyderabad,BOM → HYD,0,No check-in baggage included,2385,3,18,80,13,10,14,30,20
2057,Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,1,No info,11316,6,6,435,10,20,17,35,20
2058,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,15,1005,2,15,19,0,20
2060,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14231,3,24,1605,16,55,19,40,25
2061,IndiGo,Delhi,Cochin,DEL → BOM → COK,1,No info,6838,6,9,705,9,15,21,0,20
2062,Jet Airways,Delhi,Cochin,DEL → NAG → BOM → COK,2,No info,13376,6,15,1300,6,45,4,25,16
2063,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,In-flight meal not included,10262,6,24,1680,15,0,19,0,25
2065,Jet Airways,Banglore,New Delhi,BLR → BOM → DEL,1,In-flight meal not included,7832,3,9,615,21,25,7,40,13
2067,Jet Airways,Mumbai,Hyderabad,BOM → HYD,0,In-flight meal not included,4050,6,15,90,10,20,11,50,20
2068,GoAir,Banglore,Delhi,BLR → DEL,0,No info,6722,4,12,175,7,45,10,40,20
2069,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,10844,6,9,1220,20,0,16,20,10
2070,Multiple carriers,Delhi,Cochin,DEL → BOM → COK,1,No info,7408,6,15,840,7,0,21,0,20
2071,Jet Airways,Delhi,Cochin,DEL → BOM → COK,1,No info,14189,3,21,455,20,50,4,25,22
2073,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,8586,5,9,875,14,5,4,40,10
2075,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,In-flight meal not included,9899,6,12,590,8,25,18,15,20
2076,Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1,No info,14571,6,6,685,8,25,19,50,20
2077,IndiGo,Banglore,Delhi,BLR → DEL,0,No info,4823,5,18,175,18,55,21,50,20
